Gene stable ID	Chromosome/scaffold name	start2 (bp)	end2 (bp)	HN-score(HN5)	organism	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0005694	chromosome	cellular_component
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0012501	programmed cell death	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0048856	anatomical structure development	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0048870	cell motility	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0023052	signaling	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0002376	immune system process	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0030154	cell differentiation	biological_process
ENSG00000179388	H_8	22687659	22693480	69	human	GO:0007155	cell adhesion	biological_process
ENSG00000206172	H_16	176680	177522	69	human	GO:0005829	cytosol	cellular_component
ENSG00000206172	H_16	176680	177522	69	human	GO:0005576	extracellular region	cellular_component
ENSG00000206172	H_16	176680	177522	69	human	GO:0005615	extracellular space	cellular_component
ENSG00000206172	H_16	176680	177522	69	human	GO:0098754	detoxification	biological_process
ENSG00000206172	H_16	176680	177522	69	human	GO:0140104	molecular carrier activity	molecular_function
ENSG00000206172	H_16	176680	177522	69	human	GO:0043226	organelle	cellular_component
ENSG00000206172	H_16	176680	177522	69	human	GO:0016491	oxidoreductase activity	molecular_function
ENSG00000206172	H_16	176680	177522	69	human	GO:0003824	catalytic activity	molecular_function
ENSG00000206172	H_16	176680	177522	69	human	GO:0016209	antioxidant activity	molecular_function
ENSG00000206172	H_16	176680	177522	69	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0006457	protein folding	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0003824	catalytic activity	molecular_function
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0140657	ATP-dependent activity	molecular_function
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0044183	protein folding chaperone	molecular_function
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0032200	telomere organization	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0043226	organelle	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005634	nucleus	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0003723	RNA binding	molecular_function
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005829	cytosol	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005886	plasma membrane	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005739	mitochondrion	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005576	extracellular region	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0012501	programmed cell death	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005615	extracellular space	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0008092	cytoskeletal protein binding	molecular_function
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0048856	anatomical structure development	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0030154	cell differentiation	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0048870	cell motility	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0050877	nervous system process	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0003012	muscle system process	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0007163	establishment or maintenance of cell polarity	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0036211	protein modification process	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0006886	intracellular protein transport	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0006913	nucleocytoplasmic transport	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0023052	signaling	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0003013	circulatory system process	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005929	cilium	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0031012	extracellular matrix	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0030312	external encapsulating structure	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0002376	immune system process	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0098542	defense response to other organism	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0061024	membrane organization	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0007005	mitochondrion organization	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0030163	protein catabolic process	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0006914	autophagy	biological_process
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005773	vacuole	cellular_component
ENSG00000080824	H_14	102080742	102139699	68	human	GO:0005764	lysosome	cellular_component
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0003677	DNA binding	molecular_function
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0043226	organelle	cellular_component
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0005634	nucleus	cellular_component
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0060089	molecular transducer activity	molecular_function
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0023052	signaling	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0005694	chromosome	cellular_component
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0030154	cell differentiation	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0048856	anatomical structure development	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0002376	immune system process	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0016192	vesicle-mediated transport	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0006091	generation of precursor metabolites and energy	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0003012	muscle system process	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0055085	transmembrane transport	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0048870	cell motility	biological_process
ENSG00000119508	H_9	99821855	99866891	68	human	GO:0007155	cell adhesion	biological_process
ENSG00000184716	H_15	43794162	43800220	68	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0002376	immune system process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0006954	inflammatory response	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0005576	extracellular region	cellular_component
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0005615	extracellular space	cellular_component
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0005886	plasma membrane	cellular_component
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0023052	signaling	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0036211	protein modification process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0048018	receptor ligand activity	molecular_function
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0003677	DNA binding	molecular_function
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0012501	programmed cell death	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0007155	cell adhesion	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0030154	cell differentiation	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0072659	protein localization to plasma membrane	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0048856	anatomical structure development	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0098542	defense response to other organism	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0034330	cell junction organization	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0030163	protein catabolic process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0050877	nervous system process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0055085	transmembrane transport	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0048870	cell motility	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0003012	muscle system process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0003013	circulatory system process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0005975	carbohydrate metabolic process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0030198	extracellular matrix organization	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0000278	mitotic cell cycle	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0140014	mitotic nuclear division	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0016192	vesicle-mediated transport	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0006766	vitamin metabolic process	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0042060	wound healing	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0006091	generation of precursor metabolites and energy	biological_process
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0043226	organelle	cellular_component
ENSG00000232810	H_6	31575565	31578336	68	human	GO:0005768	endosome	cellular_component
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0005886	plasma membrane	cellular_component
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0005576	extracellular region	cellular_component
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0002376	immune system process	biological_process
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0023052	signaling	biological_process
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0060089	molecular transducer activity	molecular_function
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0048856	anatomical structure development	biological_process
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0030154	cell differentiation	biological_process
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0007155	cell adhesion	biological_process
ENSG00000089692	H_12	6772512	6778455	67	human	GO:0098542	defense response to other organism	biological_process
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0005886	plasma membrane	cellular_component
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0030154	cell differentiation	biological_process
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0002376	immune system process	biological_process
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0048856	anatomical structure development	biological_process
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0034330	cell junction organization	biological_process
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0048870	cell motility	biological_process
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0048018	receptor ligand activity	molecular_function
ENSG00000196189	H_1	156147366	156177752	67	human	GO:0023052	signaling	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0043226	organelle	cellular_component
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0005634	nucleus	cellular_component
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0003723	RNA binding	molecular_function
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0016071	mRNA metabolic process	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0016491	oxidoreductase activity	molecular_function
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0003824	catalytic activity	molecular_function
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0006325	chromatin organization	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0030154	cell differentiation	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0005730	nucleolus	cellular_component
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0048856	anatomical structure development	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0016192	vesicle-mediated transport	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0140098	catalytic activity, acting on RNA	molecular_function
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0036211	protein modification process	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0060089	molecular transducer activity	molecular_function
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0023052	signaling	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0002376	immune system process	biological_process
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0005829	cytosol	cellular_component
ENSG00000070495	H_17	76712832	76726799	67	human	GO:0005886	plasma membrane	cellular_component
ENSG00000160963	H_7	101362875	101559024	67	human	GO:0005576	extracellular region	cellular_component
ENSG00000160963	H_7	101362875	101559024	67	human	GO:0005886	plasma membrane	cellular_component
ENSG00000160963	H_7	101362875	101559024	67	human	GO:0031012	extracellular matrix	cellular_component
ENSG00000160963	H_7	101362875	101559024	67	human	GO:0030312	external encapsulating structure	cellular_component
ENSG00000160963	H_7	101362875	101559024	67	human	GO:0043226	organelle	cellular_component
ENSG00000160963	H_7	101362875	101559024	67	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000160963	H_7	101362875	101559024	67	human	GO:0007155	cell adhesion	biological_process
ENSG00000160963	H_7	101362875	101559024	67	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000169402	H_7	6754103	6799365	67	human	GO:0043226	organelle	cellular_component
ENSG00000169402	H_7	6754103	6799365	67	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0006457	protein folding	biological_process
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0043226	organelle	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0005634	nucleus	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0012501	programmed cell death	biological_process
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0005829	cytosol	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0005739	mitochondrion	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0005576	extracellular region	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0005615	extracellular space	cellular_component
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0023052	signaling	biological_process
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0036211	protein modification process	biological_process
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0022414	reproductive process	biological_process
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0007018	microtubule-based movement	biological_process
ENSG00000086061	H_9	33025273	33039907	67	human	GO:0048870	cell motility	biological_process
ENSG00000168334	H_3	39183210	39192596	67	human	GO:0008092	cytoskeletal protein binding	molecular_function
ENSG00000168334	H_3	39183210	39192596	67	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000168334	H_3	39183210	39192596	67	human	GO:0003723	RNA binding	molecular_function
ENSG00000168334	H_3	39183210	39192596	67	human	GO:0043226	organelle	cellular_component
ENSG00000168334	H_3	39183210	39192596	67	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0003677	DNA binding	molecular_function
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0043226	organelle	cellular_component
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0005634	nucleus	cellular_component
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0008289	lipid binding	molecular_function
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0023052	signaling	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0060089	molecular transducer activity	molecular_function
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0005886	plasma membrane	cellular_component
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0006325	chromatin organization	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0005694	chromosome	cellular_component
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0005829	cytosol	cellular_component
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0022414	reproductive process	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0048856	anatomical structure development	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0030154	cell differentiation	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0002376	immune system process	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0006954	inflammatory response	biological_process
ENSG00000091831	H_6	151656691	152129619	67	human	GO:0012501	programmed cell death	biological_process
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0003723	RNA binding	molecular_function
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0043226	organelle	cellular_component
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0005634	nucleus	cellular_component
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0048856	anatomical structure development	biological_process
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0006260	DNA replication	biological_process
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0007163	establishment or maintenance of cell polarity	biological_process
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0140013	meiotic nuclear division	biological_process
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0022414	reproductive process	biological_process
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0006310	DNA recombination	biological_process
ENSG00000203907	H_6	73368555	73395133	66	human	GO:0006281	DNA repair	biological_process
ENSG00000213937	H_16	3012923	3014505	66	human	GO:0005198	structural molecule activity	molecular_function
ENSG00000213937	H_16	3012923	3014505	66	human	GO:0043226	organelle	cellular_component
ENSG00000213937	H_16	3012923	3014505	66	human	GO:0005886	plasma membrane	cellular_component
ENSG00000213937	H_16	3012923	3014505	66	human	GO:0007155	cell adhesion	biological_process
ENSG00000213937	H_16	3012923	3014505	66	human	GO:0034330	cell junction organization	biological_process
ENSG00000213937	H_16	3012923	3014505	66	human	GO:0001618	virus receptor activity	molecular_function
ENSG00000184697	H_16	3014712	3020071	65	human	GO:0005198	structural molecule activity	molecular_function
ENSG00000184697	H_16	3014712	3020071	65	human	GO:0005886	plasma membrane	cellular_component
ENSG00000184697	H_16	3014712	3020071	65	human	GO:0007155	cell adhesion	biological_process
ENSG00000184697	H_16	3014712	3020071	65	human	GO:0034330	cell junction organization	biological_process
ENSG00000184697	H_16	3014712	3020071	65	human	GO:0001618	virus receptor activity	molecular_function
ENSG00000163352	H_1	154993586	154994315	65	human	GO:0003677	DNA binding	molecular_function
ENSG00000163352	H_1	154993586	154994315	65	human	GO:0048856	anatomical structure development	biological_process
ENSG00000175564	H_11	74000277	74009085	65	human	GO:0043226	organelle	cellular_component
ENSG00000175564	H_11	74000277	74009085	65	human	GO:0005739	mitochondrion	cellular_component
ENSG00000175564	H_11	74000277	74009085	65	human	GO:0055085	transmembrane transport	biological_process
ENSG00000175564	H_11	74000277	74009085	65	human	GO:0005215	transporter activity	molecular_function
ENSG00000175564	H_11	74000277	74009085	65	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000138068	H_2	37167820	37196598	64	human	GO:0003824	catalytic activity	molecular_function
ENSG00000138068	H_2	37167820	37196598	64	human	GO:0016740	transferase activity	molecular_function
ENSG00000138068	H_2	37167820	37196598	64	human	GO:0005829	cytosol	cellular_component
ENSG00000138068	H_2	37167820	37196598	64	human	GO:0006790	sulfur compound metabolic process	biological_process
ENSG00000211892	H_14	105620506	105626066	64	human	GO:0005886	plasma membrane	cellular_component
ENSG00000211892	H_14	105620506	105626066	64	human	GO:0005576	extracellular region	cellular_component
ENSG00000211892	H_14	105620506	105626066	64	human	GO:0005615	extracellular space	cellular_component
ENSG00000211892	H_14	105620506	105626066	64	human	GO:0002376	immune system process	biological_process
ENSG00000211892	H_14	105620506	105626066	64	human	GO:0043226	organelle	cellular_component
ENSG00000211892	H_14	105620506	105626066	64	human	GO:0023052	signaling	biological_process
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0003677	DNA binding	molecular_function
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0043226	organelle	cellular_component
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0005634	nucleus	cellular_component
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0005694	chromosome	cellular_component
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0048856	anatomical structure development	biological_process
ENSG00000187559	H_9	68302867	68305084	64	human	GO:0030154	cell differentiation	biological_process
ENSG00000130822	H_X	153669733	153689010	64	human	GO:0036211	protein modification process	biological_process
ENSG00000130822	H_X	153669733	153689010	64	human	GO:0003824	catalytic activity	molecular_function
ENSG00000130822	H_X	153669733	153689010	64	human	GO:0016740	transferase activity	molecular_function
ENSG00000130822	H_X	153669733	153689010	64	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000130822	H_X	153669733	153689010	64	human	GO:0043226	organelle	cellular_component
ENSG00000130822	H_X	153669733	153689010	64	human	GO:0005634	nucleus	cellular_component
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0005576	extracellular region	cellular_component
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0048018	receptor ligand activity	molecular_function
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0005615	extracellular space	cellular_component
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0012501	programmed cell death	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0030154	cell differentiation	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0048856	anatomical structure development	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0023052	signaling	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0043226	organelle	cellular_component
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0036211	protein modification process	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0048870	cell motility	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0000278	mitotic cell cycle	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0140014	mitotic nuclear division	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0002376	immune system process	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0006886	intracellular protein transport	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0006913	nucleocytoplasmic transport	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0003014	renal system process	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0022414	reproductive process	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0007155	cell adhesion	biological_process
ENSG00000125378	H_14	53949736	53958761	63	human	GO:0031047	gene silencing by RNA	biological_process
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0043226	organelle	cellular_component
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0005634	nucleus	cellular_component
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0003723	RNA binding	molecular_function
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0003677	DNA binding	molecular_function
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0005694	chromosome	cellular_component
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0023052	signaling	biological_process
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0012501	programmed cell death	biological_process
ENSG00000177606	H_1	58776845	58784048	63	human	GO:0000228	nuclear chromosome	cellular_component
