Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	HN-score(HN5)
Os12g0555000	12	22580880	22581936	GO:0038023	signaling receptor activity	-56
Os12g0555000	12	22580880	22581936	GO:0005737	cytoplasm	-56
Os12g0555000	12	22580880	22581936	GO:0005634	nucleus	-56
Os12g0555000	12	22580880	22581936	GO:0005622	intracellular anatomical structure	-56
Os11g0649500	11	25890574	25891134	GO:0005575	cellular_component	-56
Os11g0649500	11	25890574	25891134	GO:0005886	plasma membrane	-56
Os11g0649500	11	25890574	25891134	GO:0016020	membrane	-56
Os12g0555000	12	22580880	22581936	GO:0003674	molecular_function	-56
Os12g0555000	12	22580880	22581936	GO:0030234	enzyme regulator activity	-56
Os12g0555000	12	22580880	22581936	GO:0008150	biological_process	-56
Os12g0555000	12	22580880	22581936	GO:0009987	cellular process	-56
Os12g0555000	12	22580880	22581936	GO:0007154	cell communication	-56
Os12g0555000	12	22580880	22581936	GO:0007165	signal transduction	-56
Os12g0555000	12	22580880	22581936	GO:0042221	response to chemical	-56
Os12g0555000	12	22580880	22581936	GO:0036211	protein modification process	-56
Os12g0555000	12	22580880	22581936	GO:0019538	protein metabolic process	-56
Os12g0555000	12	22580880	22581936	GO:0065009	regulation of molecular function	-56
Os12g0555300	12	22595531	22596804	GO:0008150	biological_process	-56
Os12g0555300	12	22595531	22596804	GO:0005634	nucleus	-56
Os12g0555300	12	22595531	22596804	GO:0005737	cytoplasm	-56
Os12g0555300	12	22595531	22596804	GO:0009719	response to endogenous stimulus	-56
Os12g0555300	12	22595531	22596804	GO:0042221	response to chemical	-56
Os12g0555300	12	22595531	22596804	GO:0007165	signal transduction	-56
Os12g0555300	12	22595531	22596804	GO:0007154	cell communication	-56
Os12g0555300	12	22595531	22596804	GO:0009987	cellular process	-56
Os03g0400200	3	16227657	16228193	GO:0005575	cellular_component	-56
Os12g0555300	12	22595531	22596804	GO:0003674	molecular_function	-56
Os03g0400200	3	16227657	16228193	GO:0005576	extracellular region	-56
Os03g0400200	3	16227657	16228193	GO:0008150	biological_process	-56
Os03g0400200	3	16227657	16228193	GO:0009987	cellular process	-56
Os12g0555000	12	22580880	22581936	GO:0005575	cellular_component	-56
Os03g0400200	3	16227657	16228193	GO:0009058	biosynthetic process	-56
Os03g0400200	3	16227657	16228193	GO:0019748	secondary metabolic process	-56
Os12g0555300	12	22595531	22596804	GO:0030234	enzyme regulator activity	-56
Os03g0400200	3	16227657	16228193	GO:0008152	metabolic process	-56
Os12g0555000	12	22580880	22581936	GO:0009719	response to endogenous stimulus	-56
Os12g0555300	12	22595531	22596804	GO:0036211	protein modification process	-56
Os04g0666800	4	34038375	34039430	GO:0008152	metabolic process	-56
Os04g0666800	4	34038375	34039430	GO:0009987	cellular process	-56
Os04g0666800	4	34038375	34039430	GO:0008150	biological_process	-56
Os04g0666800	4	34038375	34039430	GO:0005576	extracellular region	-56
Os12g0555300	12	22595531	22596804	GO:0008152	metabolic process	-56
Os12g0555300	12	22595531	22596804	GO:0008289	lipid binding	-56
Os04g0666800	4	34038375	34039430	GO:0019748	secondary metabolic process	-56
Os04g0666800	4	34038375	34039430	GO:0005575	cellular_component	-56
Os04g0666800	4	34038375	34039430	GO:0009058	biosynthetic process	-56
Os12g0555300	12	22595531	22596804	GO:0065009	regulation of molecular function	-56
Os12g0555300	12	22595531	22596804	GO:0019538	protein metabolic process	-56
Os12g0555300	12	22595531	22596804	GO:0005488	binding	-56
Os12g0555300	12	22595531	22596804	GO:0038023	signaling receptor activity	-56
Os12g0555300	12	22595531	22596804	GO:0006950	response to stress	-56
Os11g0592200	11	22511506	22512374	GO:0009607	response to biotic stimulus	-57
Os01g0329000	1	12677044	12683455	GO:0003674	molecular_function	-57
Os01g0329000	1	12677044	12683455	GO:0003824	catalytic activity	-57
Os01g0329000	1	12677044	12683455	GO:0016787	hydrolase activity	-57
Os11g0592200	11	22511506	22512374	GO:0009605	response to external stimulus	-57
Os02g0308400	2	12113907	12114966	GO:0016020	membrane	-57
Os11g0592200	11	22511506	22512374	GO:0006139	nucleobase-containing compound metabolic process	-57
Os11g0592200	11	22511506	22512374	GO:0008152	metabolic process	-57
Os01g0329000	1	12677044	12683455	GO:0016020	membrane	-57
Os11g0592200	11	22511506	22512374	GO:0009987	cellular process	-57
Os11g0592200	11	22511506	22512374	GO:0008150	biological_process	-57
Os11g0592200	11	22511506	22512374	GO:0004518	nuclease activity	-57
Os02g0308400	2	12113907	12114966	GO:0005886	plasma membrane	-57
Os02g0308400	2	12113907	12114966	GO:0005575	cellular_component	-57
Os02g0308400	2	12113907	12114966	GO:0009987	cellular process	-57
Os02g0308400	2	12113907	12114966	GO:0008150	biological_process	-57
Os11g0592200	11	22511506	22512374	GO:0003674	molecular_function	-57
Os01g0329000	1	12677044	12683455	GO:0005575	cellular_component	-57
Os11g0592200	11	22511506	22512374	GO:0006950	response to stress	-57
Os01g0329000	1	12677044	12683455	GO:0008150	biological_process	-57
Os06g0549300	6	20784441	20786120	GO:0003824	catalytic activity	-57
Os06g0560000	6	21397006	21399317	GO:0016020	membrane	-57
Os06g0560000	6	21397006	21399317	GO:0005575	cellular_component	-57
Os06g0560000	6	21397006	21399317	GO:0009987	cellular process	-57
Os01g0329000	1	12677044	12683455	GO:0008152	metabolic process	-57
Os06g0560000	6	21397006	21399317	GO:0006810	transport	-57
Os06g0560000	6	21397006	21399317	GO:0003674	molecular_function	-57
Os06g0560000	6	21397006	21399317	GO:0005215	transporter activity	-57
Os06g0560000	6	21397006	21399317	GO:0008150	biological_process	-57
Os06g0549300	6	20784441	20786120	GO:0000166	nucleotide binding	-57
Os11g0592200	11	22511506	22512374	GO:0016787	hydrolase activity	-57
Os06g0549300	6	20784441	20786120	GO:0005488	binding	-57
Os01g0329000	1	12677044	12683455	GO:0009058	biosynthetic process	-57
Os11g0592200	11	22511506	22512374	GO:0003824	catalytic activity	-57
Os01g0329000	1	12677044	12683455	GO:0016740	transferase activity	-57
Os06g0549300	6	20784441	20786120	GO:0003674	molecular_function	-57
Os05g0153500	5	3094201	3095030	GO:0008152	metabolic process	-58
Os05g0153500	5	3094201	3095030	GO:0009058	biosynthetic process	-58
Os05g0153500	5	3094201	3095030	GO:0003674	molecular_function	-58
Os05g0153500	5	3094201	3095030	GO:0003824	catalytic activity	-58
Os05g0153500	5	3094201	3095030	GO:0005575	cellular_component	-58
Os05g0153500	5	3094201	3095030	GO:0005622	intracellular anatomical structure	-58
Os05g0153500	5	3094201	3095030	GO:0005737	cytoplasm	-58
Os05g0153500	5	3094201	3095030	GO:0005829	cytosol	-58
Os05g0153500	5	3094201	3095030	GO:0006950	response to stress	-58
Os05g0153500	5	3094201	3095030	GO:0005975	carbohydrate metabolic process	-58
Os09g0325000	9	9514333	9515776	GO:0005575	cellular_component	-58
Os09g0325000	9	9514333	9515776	GO:0016301	kinase activity	-58
Os09g0325000	9	9514333	9515776	GO:0009607	response to biotic stimulus	-58
Os09g0325000	9	9514333	9515776	GO:0038023	signaling receptor activity	-58
Os09g0325000	9	9514333	9515776	GO:0003824	catalytic activity	-58
Os09g0325000	9	9514333	9515776	GO:0003674	molecular_function	-58
Os09g0325000	9	9514333	9515776	GO:0006950	response to stress	-58
Os09g0325000	9	9514333	9515776	GO:0009605	response to external stimulus	-58
Os05g0153500	5	3094201	3095030	GO:0009987	cellular process	-58
Os09g0325000	9	9514333	9515776	GO:0008150	biological_process	-58
Os09g0325000	9	9514333	9515776	GO:0005886	plasma membrane	-58
Os09g0325000	9	9514333	9515776	GO:0016020	membrane	-58
Os09g0325000	9	9514333	9515776	GO:0016740	transferase activity	-58
Os05g0153500	5	3094201	3095030	GO:0008150	biological_process	-58
Os02g0121700	2	1145837	1151052	GO:0003674	molecular_function	-59
Os02g0121700	2	1145837	1151052	GO:0006950	response to stress	-59
Os02g0121700	2	1145837	1151052	GO:0008150	biological_process	-59
Os02g0121700	2	1145837	1151052	GO:0009987	cellular process	-59
Os02g0121700	2	1145837	1151052	GO:0008152	metabolic process	-59
Os02g0121700	2	1145837	1151052	GO:0009058	biosynthetic process	-59
Os02g0121700	2	1145837	1151052	GO:0006629	lipid metabolic process	-59
Os02g0121700	2	1145837	1151052	GO:0005488	binding	-59
Os02g0121700	2	1145837	1151052	GO:0009607	response to biotic stimulus	-59
Os02g0121700	2	1145837	1151052	GO:0009605	response to external stimulus	-59
Os02g0121700	2	1145837	1151052	GO:0003824	catalytic activity	-59
Os02g0121700	2	1145837	1151052	GO:0005575	cellular_component	-59
Os02g0121700	2	1145837	1151052	GO:0005622	intracellular anatomical structure	-59
Os02g0121700	2	1145837	1151052	GO:0009507	chloroplast	-59
Os02g0121700	2	1145837	1151052	GO:0009536	plastid	-59
Os02g0121700	2	1145837	1151052	GO:0005737	cytoplasm	-59
Os02g0240300	2	7948543	7949997	GO:0005576	extracellular region	-60
Os01g0591300	1	23113647	23120516	GO:0003824	catalytic activity	-60
Os01g0591300	1	23113647	23120516	GO:0003674	molecular_function	-60
Os02g0240300	2	7948543	7949997	GO:0006950	response to stress	-60
Os02g0240300	2	7948543	7949997	GO:0005488	binding	-60
Os02g0240300	2	7948543	7949997	GO:0003824	catalytic activity	-60
Os02g0240300	2	7948543	7949997	GO:0003674	molecular_function	-60
Os02g0240300	2	7948543	7949997	GO:0042221	response to chemical	-60
Os01g0591300	1	23113647	23120516	GO:0009987	cellular process	-60
Os02g0240300	2	7948543	7949997	GO:0005575	cellular_component	-60
Os02g0240300	2	7948543	7949997	GO:0009056	catabolic process	-60
Os02g0240300	2	7948543	7949997	GO:0008152	metabolic process	-60
Os02g0240300	2	7948543	7949997	GO:0009987	cellular process	-60
Os02g0240300	2	7948543	7949997	GO:0008150	biological_process	-60
Os01g0591300	1	23113647	23120516	GO:0042221	response to chemical	-60
Os01g0591300	1	23113647	23120516	GO:0008150	biological_process	-60
Os12g0630200	12	26960487	26961383	GO:0008150	biological_process	-61
Os12g0630200	12	26960487	26961383	GO:0006950	response to stress	-61
Os02g0563000	2	21365479	21366789	GO:0008150	biological_process	-61
Os02g0563000	2	21365479	21366789	GO:0009719	response to endogenous stimulus	-61
Os02g0563000	2	21365479	21366789	GO:0009987	cellular process	-61
Os04g0493400	4	24687753	24689297	GO:0008150	biological_process	-61
Os04g0493400	4	24687753	24689297	GO:0008152	metabolic process	-61
Os04g0493400	4	24687753	24689297	GO:0009056	catabolic process	-61
Os04g0493400	4	24687753	24689297	GO:0003674	molecular_function	-61
Os04g0493400	4	24687753	24689297	GO:0016787	hydrolase activity	-61
Os04g0493400	4	24687753	24689297	GO:0009987	cellular process	-61
Os04g0493400	4	24687753	24689297	GO:0005975	carbohydrate metabolic process	-61
Os04g0493400	4	24687753	24689297	GO:0003824	catalytic activity	-61
Os02g0563000	2	21365479	21366789	GO:0042221	response to chemical	-61
Os02g0563000	2	21365479	21366789	GO:0008152	metabolic process	-61
Os02g0563000	2	21365479	21366789	GO:0007154	cell communication	-61
Os02g0563000	2	21365479	21366789	GO:0005488	binding	-61
Os02g0563000	2	21365479	21366789	GO:0005515	protein binding	-61
Os02g0563000	2	21365479	21366789	GO:0003674	molecular_function	-61
Os02g0563000	2	21365479	21366789	GO:0019748	secondary metabolic process	-61
Os02g0563000	2	21365479	21366789	GO:0007165	signal transduction	-61
Os04g0307500	4	13863222	13868260	GO:0030246	carbohydrate binding	-62
Os04g0307500	4	13863222	13868260	GO:0005575	cellular_component	-62
Os04g0307500	4	13863222	13868260	GO:0005886	plasma membrane	-62
Os04g0307500	4	13863222	13868260	GO:0016301	kinase activity	-62
Os04g0307500	4	13863222	13868260	GO:0016020	membrane	-62
Os04g0307500	4	13863222	13868260	GO:0003824	catalytic activity	-62
Os04g0307500	4	13863222	13868260	GO:0016740	transferase activity	-62
Os04g0307500	4	13863222	13868260	GO:0003674	molecular_function	-62
Os04g0307500	4	13863222	13868260	GO:0005488	binding	-62
Os03g0237100	3	7229093	7231670	GO:0007154	cell communication	-62
Os04g0307500	4	13863222	13868260	GO:0007165	signal transduction	-62
Os03g0237100	3	7229093	7231670	GO:0009605	response to external stimulus	-62
Os03g0237100	3	7229093	7231670	GO:0003824	catalytic activity	-62
Os03g0237100	3	7229093	7231670	GO:0008150	biological_process	-62
Os03g0237100	3	7229093	7231670	GO:0009987	cellular process	-62
Os03g0237100	3	7229093	7231670	GO:0008152	metabolic process	-62
Os03g0237100	3	7229093	7231670	GO:0009058	biosynthetic process	-62
Os03g0237100	3	7229093	7231670	GO:0019748	secondary metabolic process	-62
Os03g0237100	3	7229093	7231670	GO:0006950	response to stress	-62
Os04g0307500	4	13863222	13868260	GO:0007154	cell communication	-62
Os03g0237100	3	7229093	7231670	GO:0005575	cellular_component	-62
Os03g0237100	3	7229093	7231670	GO:0005622	intracellular anatomical structure	-62
Os03g0237100	3	7229093	7231670	GO:0005737	cytoplasm	-62
Os03g0237100	3	7229093	7231670	GO:0005829	cytosol	-62
Os04g0307500	4	13863222	13868260	GO:0008150	biological_process	-62
Os04g0307500	4	13863222	13868260	GO:0009987	cellular process	-62
Os03g0237100	3	7229093	7231670	GO:0003674	molecular_function	-62
Os05g0113900	5	738208	739079	GO:0016043	cellular component organization	-63
Os05g0113900	5	738208	739079	GO:0005488	binding	-63
Os05g0113900	5	738208	739079	GO:0003674	molecular_function	-63
Os05g0113900	5	738208	739079	GO:0005198	structural molecule activity	-63
Os05g0113900	5	738208	739079	GO:0005634	nucleus	-63
Os05g0113900	5	738208	739079	GO:0003677	DNA binding	-63
Os05g0113900	5	738208	739079	GO:0003676	nucleic acid binding	-63
Os05g0113900	5	738208	739079	GO:0005575	cellular_component	-63
Os05g0113900	5	738208	739079	GO:0009987	cellular process	-63
Os05g0113900	5	738208	739079	GO:0008150	biological_process	-63
Os05g0113900	5	738208	739079	GO:0005515	protein binding	-63
Os05g0113900	5	738208	739079	GO:0005622	intracellular anatomical structure	-63
Os04g0494100	4	24708801	24709910	GO:0003824	catalytic activity	-64
Os04g0494100	4	24708801	24709910	GO:0016787	hydrolase activity	-64
Os09g0472700	9	18058240	18058985	GO:0005576	extracellular region	-64
Os09g0472700	9	18058240	18058985	GO:0016020	membrane	-64
Os09g0472700	9	18058240	18058985	GO:0005575	cellular_component	-64
Os09g0451400	9	16925457	16927046	GO:0009835	fruit ripening	-64
Os09g0451400	9	16925457	16927046	GO:0007275	multicellular organism development	-64
Os09g0451400	9	16925457	16927046	GO:0048856	anatomical structure development	-64
Os09g0451400	9	16925457	16927046	GO:0000003	reproduction	-64
Os09g0451400	9	16925457	16927046	GO:0003824	catalytic activity	-64
Os09g0451400	9	16925457	16927046	GO:0009058	biosynthetic process	-64
Os09g0451400	9	16925457	16927046	GO:0008152	metabolic process	-64
Os09g0451400	9	16925457	16927046	GO:0009987	cellular process	-64
Os09g0451400	9	16925457	16927046	GO:0008150	biological_process	-64
Os09g0451400	9	16925457	16927046	GO:0030246	carbohydrate binding	-64
Os09g0451400	9	16925457	16927046	GO:0005488	binding	-64
Os09g0451400	9	16925457	16927046	GO:0003674	molecular_function	-64
Os05g0128900	5	1695247	1696084	GO:0008150	biological_process	-64
Os05g0128900	5	1695247	1696084	GO:0009987	cellular process	-64
Os05g0128900	5	1695247	1696084	GO:0008152	metabolic process	-64
Os05g0128900	5	1695247	1696084	GO:0009058	biosynthetic process	-64
Os05g0128900	5	1695247	1696084	GO:0005975	carbohydrate metabolic process	-64
Os05g0128900	5	1695247	1696084	GO:0003674	molecular_function	-64
Os09g0472700	9	18058240	18058985	GO:0008150	biological_process	-64
Os09g0472700	9	18058240	18058985	GO:0009607	response to biotic stimulus	-64
Os09g0472700	9	18058240	18058985	GO:0009605	response to external stimulus	-64
Os09g0472700	9	18058240	18058985	GO:0006950	response to stress	-64
Os04g0494100	4	24708801	24709910	GO:0009987	cellular process	-64
Os04g0494100	4	24708801	24709910	GO:0005975	carbohydrate metabolic process	-64
Os04g0494100	4	24708801	24709910	GO:0030246	carbohydrate binding	-64
Os04g0494100	4	24708801	24709910	GO:0006950	response to stress	-64
Os04g0587500	4	29669835	29672579	GO:0005575	cellular_component	-64
Os04g0587500	4	29669835	29672579	GO:0016020	membrane	-64
Os04g0587500	4	29669835	29672579	GO:0005215	transporter activity	-64
Os04g0587500	4	29669835	29672579	GO:0003674	molecular_function	-64
Os04g0587500	4	29669835	29672579	GO:0006810	transport	-64
Os04g0587500	4	29669835	29672579	GO:0008150	biological_process	-64
Os04g0587500	4	29669835	29672579	GO:0009987	cellular process	-64
Os04g0494100	4	24708801	24709910	GO:0009056	catabolic process	-64
Os04g0494100	4	24708801	24709910	GO:0008152	metabolic process	-64
Os04g0494100	4	24708801	24709910	GO:0008150	biological_process	-64
Os04g0494100	4	24708801	24709910	GO:0005488	binding	-64
Os04g0494100	4	24708801	24709910	GO:0003674	molecular_function	-64
Os05g0128900	5	1695247	1696084	GO:0016787	hydrolase activity	-64
Os05g0128900	5	1695247	1696084	GO:0003824	catalytic activity	-64
Os02g0226200	2	7078703	7079848	GO:0005488	binding	-65
Os01g0179600	1	4153077	4154674	GO:0005622	intracellular anatomical structure	-65
Os02g0226200	2	7078703	7079848	GO:0003674	molecular_function	-65
Os02g0226200	2	7078703	7079848	GO:0003824	catalytic activity	-65
Os02g0226200	2	7078703	7079848	GO:0016787	hydrolase activity	-65
Os01g0179600	1	4153077	4154674	GO:0005575	cellular_component	-65
Os01g0179600	1	4153077	4154674	GO:0016740	transferase activity	-65
Os01g0179600	1	4153077	4154674	GO:0003824	catalytic activity	-65
Os01g0179600	1	4153077	4154674	GO:0003674	molecular_function	-65
Os03g0371000	3	14559322	14561845	GO:0003824	catalytic activity	-66
Os03g0371000	3	14559322	14561845	GO:0005488	binding	-66
Os03g0371000	3	14559322	14561845	GO:0003674	molecular_function	-66
Os09g0275400	9	5643489	5645523	GO:0003674	molecular_function	-66
Os09g0275400	9	5643489	5645523	GO:0003824	catalytic activity	-66
Os09g0275400	9	5643489	5645523	GO:0005575	cellular_component	-66
Os09g0275400	9	5643489	5645523	GO:0016020	membrane	-66
Os09g0275400	9	5643489	5645523	GO:0005488	binding	-66
Os07g0190000	7	4821207	4824665	GO:0005575	cellular_component	-67
Os07g0190000	7	4821207	4824665	GO:0009536	plastid	-67
Os07g0190000	7	4821207	4824665	GO:0005737	cytoplasm	-67
Os07g0190000	7	4821207	4824665	GO:0005622	intracellular anatomical structure	-67
Os07g0190000	7	4821207	4824665	GO:0006629	lipid metabolic process	-67
Os07g0190000	7	4821207	4824665	GO:0005488	binding	-67
Os07g0190000	7	4821207	4824665	GO:0016740	transferase activity	-67
Os07g0190000	7	4821207	4824665	GO:0009058	biosynthetic process	-67
Os07g0190000	7	4821207	4824665	GO:0008152	metabolic process	-67
Os07g0190000	7	4821207	4824665	GO:0009987	cellular process	-67
Os07g0190000	7	4821207	4824665	GO:0008150	biological_process	-67
Os07g0190000	7	4821207	4824665	GO:0009507	chloroplast	-67
Os07g0190000	7	4821207	4824665	GO:0003674	molecular_function	-67
Os07g0190000	7	4821207	4824665	GO:0003824	catalytic activity	-67
Os03g0651800	3	25315697	25317065	GO:0009987	cellular process	-68
Os03g0651800	3	25315697	25317065	GO:0006810	transport	-68
Os03g0651800	3	25315697	25317065	GO:0005618	cell wall	-68
Os03g0651800	3	25315697	25317065	GO:0005576	extracellular region	-68
Os03g0651800	3	25315697	25317065	GO:0007275	multicellular organism development	-68
Os09g0129500	9	2293435	2294644	GO:0016020	membrane	-68
Os09g0129500	9	2293435	2294644	GO:0005575	cellular_component	-68
Os03g0651800	3	25315697	25317065	GO:0048856	anatomical structure development	-68
Os03g0651800	3	25315697	25317065	GO:0005488	binding	-68
Os03g0651800	3	25315697	25317065	GO:0005575	cellular_component	-68
Os03g0651800	3	25315697	25317065	GO:0003674	molecular_function	-68
Os03g0651800	3	25315697	25317065	GO:0030312	external encapsulating structure	-68
Os03g0651800	3	25315697	25317065	GO:0008150	biological_process	-68
Os12g0555500	12	22600049	22601182	GO:0030234	enzyme regulator activity	-70
Os12g0555500	12	22600049	22601182	GO:0006950	response to stress	-70
Os10g0165300	10	4497746	4503667	GO:0003674	molecular_function	-70
Os12g0555500	12	22600049	22601182	GO:0003674	molecular_function	-70
Os03g0180800	3	4232004	4233038	GO:0009987	cellular process	-70
Os01g0216000	1	6340836	6344286	GO:0003674	molecular_function	-70
Os03g0180800	3	4232004	4233038	GO:0007154	cell communication	-70
Os03g0180800	3	4232004	4233038	GO:0007165	signal transduction	-70
Os03g0180800	3	4232004	4233038	GO:0042221	response to chemical	-70
Os03g0180800	3	4232004	4233038	GO:0009719	response to endogenous stimulus	-70
Os12g0555500	12	22600049	22601182	GO:0038023	signaling receptor activity	-70
Os10g0165300	10	4497746	4503667	GO:0005575	cellular_component	-70
Os12g0555500	12	22600049	22601182	GO:0005488	binding	-70
Os12g0555500	12	22600049	22601182	GO:0008289	lipid binding	-70
Os12g0555500	12	22600049	22601182	GO:0008152	metabolic process	-70
Os12g0555500	12	22600049	22601182	GO:0036211	protein modification process	-70
Os12g0555500	12	22600049	22601182	GO:0019538	protein metabolic process	-70
Os12g0555500	12	22600049	22601182	GO:0065009	regulation of molecular function	-70
Os03g0180800	3	4232004	4233038	GO:0003674	molecular_function	-70
Os03g0180800	3	4232004	4233038	GO:0005488	binding	-70
Os10g0165300	10	4497746	4503667	GO:0003824	catalytic activity	-70
Os03g0180800	3	4232004	4233038	GO:0005634	nucleus	-70
Os10g0165300	10	4497746	4503667	GO:0016020	membrane	-70
Os12g0555500	12	22600049	22601182	GO:0005634	nucleus	-70
Os01g0216000	1	6340836	6344286	GO:0003824	catalytic activity	-70
Os01g0216000	1	6340836	6344286	GO:0016787	hydrolase activity	-70
Os12g0555500	12	22600049	22601182	GO:0008150	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0009987	cellular process	-70
Os12g0555500	12	22600049	22601182	GO:0007154	cell communication	-70
Os12g0555500	12	22600049	22601182	GO:0007165	signal transduction	-70
Os12g0555500	12	22600049	22601182	GO:0042221	response to chemical	-70
Os12g0555500	12	22600049	22601182	GO:0009719	response to endogenous stimulus	-70
Os12g0555500	12	22600049	22601182	GO:0005575	cellular_component	-70
Os12g0555500	12	22600049	22601182	GO:0005622	intracellular anatomical structure	-70
Os10g0165300	10	4497746	4503667	GO:0005488	binding	-70
Os03g0180800	3	4232004	4233038	GO:0006950	response to stress	-70
Os03g0180800	3	4232004	4233038	GO:0005575	cellular_component	-70
Os03g0180800	3	4232004	4233038	GO:0008150	biological_process	-70
Os03g0180800	3	4232004	4233038	GO:0005515	protein binding	-70
Os12g0555500	12	22600049	22601182	GO:0005737	cytoplasm	-70
Os03g0180800	3	4232004	4233038	GO:0005622	intracellular anatomical structure	-70
Os12g0555200	12	22591681	22593505	GO:0003674	molecular_function	-71
Os12g0555200	12	22591681	22593505	GO:0030234	enzyme regulator activity	-71
Os12g0555200	12	22591681	22593505	GO:0008150	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0009987	cellular process	-71
Os12g0555200	12	22591681	22593505	GO:0007154	cell communication	-71
Os08g0167800	8	3961276	3965426	GO:0003824	catalytic activity	-71
Os08g0167800	8	3961276	3965426	GO:0003674	molecular_function	-71
Os12g0555200	12	22591681	22593505	GO:0007165	signal transduction	-71
Os12g0555200	12	22591681	22593505	GO:0006950	response to stress	-71
Os12g0555200	12	22591681	22593505	GO:0005737	cytoplasm	-71
Os12g0555200	12	22591681	22593505	GO:0036211	protein modification process	-71
Os12g0555200	12	22591681	22593505	GO:0008152	metabolic process	-71
Os12g0555200	12	22591681	22593505	GO:0008289	lipid binding	-71
Os12g0555200	12	22591681	22593505	GO:0005488	binding	-71
Os12g0555200	12	22591681	22593505	GO:0038023	signaling receptor activity	-71
Os08g0167800	8	3961276	3965426	GO:0005488	binding	-71
Os12g0555200	12	22591681	22593505	GO:0009719	response to endogenous stimulus	-71
Os12g0555200	12	22591681	22593505	GO:0005575	cellular_component	-71
Os12g0555200	12	22591681	22593505	GO:0005622	intracellular anatomical structure	-71
Os12g0555200	12	22591681	22593505	GO:0042221	response to chemical	-71
Os12g0555200	12	22591681	22593505	GO:0005634	nucleus	-71
Os12g0555200	12	22591681	22593505	GO:0065009	regulation of molecular function	-71
Os01g0382400	1	15958748	15959497	GO:0009607	response to biotic stimulus	-71
Os01g0382400	1	15958748	15959497	GO:0008150	biological_process	-71
Os01g0382400	1	15958748	15959497	GO:0005576	extracellular region	-71
Os01g0382400	1	15958748	15959497	GO:0005575	cellular_component	-71
Os12g0555200	12	22591681	22593505	GO:0019538	protein metabolic process	-71
Os07g0179300	7	4182044	4184048	GO:0016020	membrane	-72
Os07g0179300	7	4182044	4184048	GO:0008150	biological_process	-72
Os07g0179300	7	4182044	4184048	GO:0009987	cellular process	-72
Os07g0179300	7	4182044	4184048	GO:0008152	metabolic process	-72
Os07g0179300	7	4182044	4184048	GO:0009058	biosynthetic process	-72
Os07g0179300	7	4182044	4184048	GO:0005575	cellular_component	-72
Os07g0179300	7	4182044	4184048	GO:0016740	transferase activity	-72
Os07g0179300	7	4182044	4184048	GO:0005622	intracellular anatomical structure	-72
Os07g0179300	7	4182044	4184048	GO:0003824	catalytic activity	-72
Os07g0179300	7	4182044	4184048	GO:0009507	chloroplast	-72
Os07g0179300	7	4182044	4184048	GO:0009536	plastid	-72
Os07g0179300	7	4182044	4184048	GO:0003674	molecular_function	-72
Os07g0179300	7	4182044	4184048	GO:0005737	cytoplasm	-72
Os06g0129900	6	1581991	1585738	GO:0005575	cellular_component	-75
Os06g0129900	6	1581991	1585738	GO:0016020	membrane	-75
Os06g0129900	6	1581991	1585738	GO:0005488	binding	-75
Os01g0613500	1	24343518	24345172	GO:0008150	biological_process	-75
Os01g0613500	1	24343518	24345172	GO:0008152	metabolic process	-75
Os01g0613500	1	24343518	24345172	GO:0009056	catabolic process	-75
Os01g0613500	1	24343518	24345172	GO:0005575	cellular_component	-75
Os01g0613500	1	24343518	24345172	GO:0019538	protein metabolic process	-75
Os03g0341000	3	12713329	12714583	GO:0009719	response to endogenous stimulus	-75
Os01g0613500	1	24343518	24345172	GO:0005576	extracellular region	-75
Os01g0613500	1	24343518	24345172	GO:0003674	molecular_function	-75
Os01g0613500	1	24343518	24345172	GO:0003824	catalytic activity	-75
Os01g0613500	1	24343518	24345172	GO:0016787	hydrolase activity	-75
Os01g0613500	1	24343518	24345172	GO:0005737	cytoplasm	-75
Os01g0613500	1	24343518	24345172	GO:0005773	vacuole	-75
Os06g0129900	6	1581991	1585738	GO:0003824	catalytic activity	-75
Os03g0341000	3	12713329	12714583	GO:0007154	cell communication	-75
Os03g0341000	3	12713329	12714583	GO:0042221	response to chemical	-75
Os03g0341000	3	12713329	12714583	GO:0005622	intracellular anatomical structure	-75
Os06g0129900	6	1581991	1585738	GO:0003674	molecular_function	-75
Os03g0341000	3	12713329	12714583	GO:0003674	molecular_function	-75
Os03g0341000	3	12713329	12714583	GO:0005488	binding	-75
Os03g0341000	3	12713329	12714583	GO:0003676	nucleic acid binding	-75
Os03g0341000	3	12713329	12714583	GO:0003677	DNA binding	-75
Os03g0341000	3	12713329	12714583	GO:0005575	cellular_component	-75
Os03g0341000	3	12713329	12714583	GO:0005634	nucleus	-75
Os03g0341000	3	12713329	12714583	GO:0007165	signal transduction	-75
Os03g0341000	3	12713329	12714583	GO:0009987	cellular process	-75
Os03g0341000	3	12713329	12714583	GO:0008152	metabolic process	-75
Os03g0341000	3	12713329	12714583	GO:0009058	biosynthetic process	-75
Os03g0341000	3	12713329	12714583	GO:0006139	nucleobase-containing compound metabolic process	-75
Os03g0341000	3	12713329	12714583	GO:0003700	DNA-binding transcription factor activity	-75
