Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)
Os02g0240300	2	7948543	7949997	GO:0005576	extracellular region	cellular_component	-60
Os02g0240300	2	7948543	7949997	GO:0009056	catabolic process	biological_process	-60
Os02g0240300	2	7948543	7949997	GO:0008152	metabolic process	biological_process	-60
Os02g0563000	2	21365479	21366789	GO:0009719	response to endogenous stimulus	biological_process	-61
Os04g0493400	4	24687753	24689297	GO:0008150	biological_process	biological_process	-61
Os04g0493400	4	24687753	24689297	GO:0008152	metabolic process	biological_process	-61
Os04g0493400	4	24687753	24689297	GO:0009056	catabolic process	biological_process	-61
Os04g0493400	4	24687753	24689297	GO:0003674	molecular_function	molecular_function	-61
Os04g0493400	4	24687753	24689297	GO:0003824	catalytic activity	molecular_function	-61
Os04g0493400	4	24687753	24689297	GO:0016787	hydrolase activity	molecular_function	-61
Os04g0493400	4	24687753	24689297	GO:0009987	cellular process	biological_process	-61
Os04g0493400	4	24687753	24689297	GO:0005975	carbohydrate metabolic process	biological_process	-61
Os02g0563000	2	21365479	21366789	GO:0005515	protein binding	molecular_function	-61
Os02g0563000	2	21365479	21366789	GO:0042221	response to chemical	biological_process	-61
Os02g0563000	2	21365479	21366789	GO:0007165	signal transduction	biological_process	-61
Os02g0563000	2	21365479	21366789	GO:0007154	cell communication	biological_process	-61
Os02g0563000	2	21365479	21366789	GO:0005488	binding	molecular_function	-61
Os02g0563000	2	21365479	21366789	GO:0003674	molecular_function	molecular_function	-61
Os02g0563000	2	21365479	21366789	GO:0019748	secondary metabolic process	biological_process	-61
Os02g0563000	2	21365479	21366789	GO:0008152	metabolic process	biological_process	-61
Os02g0563000	2	21365479	21366789	GO:0008150	biological_process	biological_process	-61
Os12g0630200	12	26960487	26961383	GO:0006950	response to stress	biological_process	-61
Os02g0563000	2	21365479	21366789	GO:0009987	cellular process	biological_process	-61
Os12g0630200	12	26960487	26961383	GO:0008150	biological_process	biological_process	-61
Os04g0307500	4	13863222	13868260	GO:0016740	transferase activity	molecular_function	-62
Os03g0237100	3	7229093	7231670	GO:0008152	metabolic process	biological_process	-62
Os04g0307500	4	13863222	13868260	GO:0003674	molecular_function	molecular_function	-62
Os04g0307500	4	13863222	13868260	GO:0007165	signal transduction	biological_process	-62
Os04g0307500	4	13863222	13868260	GO:0007154	cell communication	biological_process	-62
Os04g0307500	4	13863222	13868260	GO:0016301	kinase activity	molecular_function	-62
Os04g0307500	4	13863222	13868260	GO:0008150	biological_process	biological_process	-62
Os03g0237100	3	7229093	7231670	GO:0003674	molecular_function	molecular_function	-62
Os03g0237100	3	7229093	7231670	GO:0003824	catalytic activity	molecular_function	-62
Os03g0237100	3	7229093	7231670	GO:0008150	biological_process	biological_process	-62
Os03g0237100	3	7229093	7231670	GO:0009987	cellular process	biological_process	-62
Os03g0237100	3	7229093	7231670	GO:0009058	biosynthetic process	biological_process	-62
Os04g0307500	4	13863222	13868260	GO:0030246	carbohydrate binding	molecular_function	-62
Os03g0237100	3	7229093	7231670	GO:0019748	secondary metabolic process	biological_process	-62
Os03g0237100	3	7229093	7231670	GO:0009605	response to external stimulus	biological_process	-62
Os03g0237100	3	7229093	7231670	GO:0006950	response to stress	biological_process	-62
Os03g0237100	3	7229093	7231670	GO:0005575	cellular_component	cellular_component	-62
Os03g0237100	3	7229093	7231670	GO:0005622	intracellular anatomical structure	cellular_component	-62
Os03g0237100	3	7229093	7231670	GO:0005737	cytoplasm	cellular_component	-62
Os03g0237100	3	7229093	7231670	GO:0005829	cytosol	cellular_component	-62
Os03g0237100	3	7229093	7231670	GO:0007154	cell communication	biological_process	-62
Os04g0307500	4	13863222	13868260	GO:0005488	binding	molecular_function	-62
Os04g0307500	4	13863222	13868260	GO:0009987	cellular process	biological_process	-62
Os04g0307500	4	13863222	13868260	GO:0005886	plasma membrane	cellular_component	-62
Os04g0307500	4	13863222	13868260	GO:0005575	cellular_component	cellular_component	-62
Os04g0307500	4	13863222	13868260	GO:0003824	catalytic activity	molecular_function	-62
Os04g0307500	4	13863222	13868260	GO:0016020	membrane	cellular_component	-62
Os05g0113900	5	738208	739079	GO:0009987	cellular process	biological_process	-63
Os05g0113900	5	738208	739079	GO:0005515	protein binding	molecular_function	-63
Os05g0113900	5	738208	739079	GO:0003674	molecular_function	molecular_function	-63
Os05g0113900	5	738208	739079	GO:0016043	cellular component organization	biological_process	-63
Os05g0113900	5	738208	739079	GO:0005575	cellular_component	cellular_component	-63
Os05g0113900	5	738208	739079	GO:0005622	intracellular anatomical structure	cellular_component	-63
Os05g0113900	5	738208	739079	GO:0003676	nucleic acid binding	molecular_function	-63
Os05g0113900	5	738208	739079	GO:0003677	DNA binding	molecular_function	-63
Os05g0113900	5	738208	739079	GO:0005634	nucleus	cellular_component	-63
Os05g0113900	5	738208	739079	GO:0005198	structural molecule activity	molecular_function	-63
Os05g0113900	5	738208	739079	GO:0008150	biological_process	biological_process	-63
Os05g0113900	5	738208	739079	GO:0005488	binding	molecular_function	-63
Os05g0128900	5	1695247	1696084	GO:0009987	cellular process	biological_process	-64
Os05g0128900	5	1695247	1696084	GO:0008152	metabolic process	biological_process	-64
Os09g0472700	9	18058240	18058985	GO:0008150	biological_process	biological_process	-64
Os09g0472700	9	18058240	18058985	GO:0009607	response to biotic stimulus	biological_process	-64
Os04g0494100	4	24708801	24709910	GO:0030246	carbohydrate binding	molecular_function	-64
Os09g0472700	9	18058240	18058985	GO:0009605	response to external stimulus	biological_process	-64
Os09g0472700	9	18058240	18058985	GO:0006950	response to stress	biological_process	-64
Os05g0128900	5	1695247	1696084	GO:0016787	hydrolase activity	molecular_function	-64
Os05g0128900	5	1695247	1696084	GO:0003824	catalytic activity	molecular_function	-64
Os05g0128900	5	1695247	1696084	GO:0003674	molecular_function	molecular_function	-64
Os05g0128900	5	1695247	1696084	GO:0005975	carbohydrate metabolic process	biological_process	-64
Os05g0128900	5	1695247	1696084	GO:0009058	biosynthetic process	biological_process	-64
Os05g0128900	5	1695247	1696084	GO:0008150	biological_process	biological_process	-64
Os04g0494100	4	24708801	24709910	GO:0009056	catabolic process	biological_process	-64
Os04g0494100	4	24708801	24709910	GO:0008152	metabolic process	biological_process	-64
Os04g0494100	4	24708801	24709910	GO:0008150	biological_process	biological_process	-64
Os04g0494100	4	24708801	24709910	GO:0005488	binding	molecular_function	-64
Os04g0494100	4	24708801	24709910	GO:0003674	molecular_function	molecular_function	-64
Os04g0494100	4	24708801	24709910	GO:0006950	response to stress	biological_process	-64
Os09g0472700	9	18058240	18058985	GO:0005576	extracellular region	cellular_component	-64
Os09g0451400	9	16925457	16927046	GO:0005488	binding	molecular_function	-64
Os04g0494100	4	24708801	24709910	GO:0005975	carbohydrate metabolic process	biological_process	-64
Os04g0494100	4	24708801	24709910	GO:0009987	cellular process	biological_process	-64
Os04g0587500	4	29669835	29672579	GO:0005575	cellular_component	cellular_component	-64
Os04g0587500	4	29669835	29672579	GO:0016020	membrane	cellular_component	-64
Os04g0587500	4	29669835	29672579	GO:0005215	transporter activity	molecular_function	-64
Os04g0587500	4	29669835	29672579	GO:0003674	molecular_function	molecular_function	-64
Os04g0587500	4	29669835	29672579	GO:0006810	transport	biological_process	-64
Os04g0587500	4	29669835	29672579	GO:0008150	biological_process	biological_process	-64
Os04g0587500	4	29669835	29672579	GO:0009987	cellular process	biological_process	-64
Os09g0472700	9	18058240	18058985	GO:0016020	membrane	cellular_component	-64
Os09g0451400	9	16925457	16927046	GO:0003674	molecular_function	molecular_function	-64
Os09g0451400	9	16925457	16927046	GO:0003824	catalytic activity	molecular_function	-64
Os09g0451400	9	16925457	16927046	GO:0030246	carbohydrate binding	molecular_function	-64
Os09g0451400	9	16925457	16927046	GO:0009058	biosynthetic process	biological_process	-64
Os09g0472700	9	18058240	18058985	GO:0005575	cellular_component	cellular_component	-64
Os09g0451400	9	16925457	16927046	GO:0009835	fruit ripening	biological_process	-64
Os09g0451400	9	16925457	16927046	GO:0007275	multicellular organism development	biological_process	-64
Os09g0451400	9	16925457	16927046	GO:0048856	anatomical structure development	biological_process	-64
Os09g0451400	9	16925457	16927046	GO:0000003	reproduction	biological_process	-64
Os09g0451400	9	16925457	16927046	GO:0008150	biological_process	biological_process	-64
Os04g0494100	4	24708801	24709910	GO:0003824	catalytic activity	molecular_function	-64
Os04g0494100	4	24708801	24709910	GO:0016787	hydrolase activity	molecular_function	-64
Os09g0451400	9	16925457	16927046	GO:0008152	metabolic process	biological_process	-64
Os09g0451400	9	16925457	16927046	GO:0009987	cellular process	biological_process	-64
Os01g0179600	1	4153077	4154674	GO:0005575	cellular_component	cellular_component	-65
Os01g0179600	1	4153077	4154674	GO:0005622	intracellular anatomical structure	cellular_component	-65
Os02g0226200	2	7078703	7079848	GO:0005488	binding	molecular_function	-65
Os02g0226200	2	7078703	7079848	GO:0016787	hydrolase activity	molecular_function	-65
Os02g0226200	2	7078703	7079848	GO:0003824	catalytic activity	molecular_function	-65
Os02g0226200	2	7078703	7079848	GO:0003674	molecular_function	molecular_function	-65
Os01g0179600	1	4153077	4154674	GO:0003674	molecular_function	molecular_function	-65
Os01g0179600	1	4153077	4154674	GO:0016740	transferase activity	molecular_function	-65
Os01g0179600	1	4153077	4154674	GO:0003824	catalytic activity	molecular_function	-65
Os03g0371000	3	14559322	14561845	GO:0003674	molecular_function	molecular_function	-66
Os09g0275400	9	5643489	5645523	GO:0005488	binding	molecular_function	-66
Os09g0275400	9	5643489	5645523	GO:0003674	molecular_function	molecular_function	-66
Os09g0275400	9	5643489	5645523	GO:0003824	catalytic activity	molecular_function	-66
Os09g0275400	9	5643489	5645523	GO:0005575	cellular_component	cellular_component	-66
Os09g0275400	9	5643489	5645523	GO:0016020	membrane	cellular_component	-66
Os03g0371000	3	14559322	14561845	GO:0003824	catalytic activity	molecular_function	-66
Os03g0371000	3	14559322	14561845	GO:0005488	binding	molecular_function	-66
Os07g0190000	7	4821207	4824665	GO:0003674	molecular_function	molecular_function	-67
Os07g0190000	7	4821207	4824665	GO:0008150	biological_process	biological_process	-67
Os07g0190000	7	4821207	4824665	GO:0009987	cellular process	biological_process	-67
Os07g0190000	7	4821207	4824665	GO:0008152	metabolic process	biological_process	-67
Os07g0190000	7	4821207	4824665	GO:0009058	biosynthetic process	biological_process	-67
Os07g0190000	7	4821207	4824665	GO:0006629	lipid metabolic process	biological_process	-67
Os07g0190000	7	4821207	4824665	GO:0016740	transferase activity	molecular_function	-67
Os07g0190000	7	4821207	4824665	GO:0003824	catalytic activity	molecular_function	-67
Os07g0190000	7	4821207	4824665	GO:0005488	binding	molecular_function	-67
Os07g0190000	7	4821207	4824665	GO:0005575	cellular_component	cellular_component	-67
Os07g0190000	7	4821207	4824665	GO:0005622	intracellular anatomical structure	cellular_component	-67
Os07g0190000	7	4821207	4824665	GO:0005737	cytoplasm	cellular_component	-67
Os07g0190000	7	4821207	4824665	GO:0009507	chloroplast	cellular_component	-67
Os07g0190000	7	4821207	4824665	GO:0009536	plastid	cellular_component	-67
Os03g0651800	3	25315697	25317065	GO:0005576	extracellular region	cellular_component	-68
Os03g0651800	3	25315697	25317065	GO:0009987	cellular process	biological_process	-68
Os09g0129500	9	2293435	2294644	GO:0005575	cellular_component	cellular_component	-68
Os09g0129500	9	2293435	2294644	GO:0016020	membrane	cellular_component	-68
Os03g0651800	3	25315697	25317065	GO:0030312	external encapsulating structure	cellular_component	-68
Os03g0651800	3	25315697	25317065	GO:0005488	binding	molecular_function	-68
Os03g0651800	3	25315697	25317065	GO:0008150	biological_process	biological_process	-68
Os03g0651800	3	25315697	25317065	GO:0048856	anatomical structure development	biological_process	-68
Os03g0651800	3	25315697	25317065	GO:0003674	molecular_function	molecular_function	-68
Os03g0651800	3	25315697	25317065	GO:0007275	multicellular organism development	biological_process	-68
Os03g0651800	3	25315697	25317065	GO:0005575	cellular_component	cellular_component	-68
Os03g0651800	3	25315697	25317065	GO:0005618	cell wall	cellular_component	-68
Os03g0651800	3	25315697	25317065	GO:0006810	transport	biological_process	-68
Os01g0216000	1	6340836	6344286	GO:0003674	molecular_function	molecular_function	-70
Os12g0555500	12	22600049	22601182	GO:0009987	cellular process	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0008150	biological_process	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0030234	enzyme regulator activity	molecular_function	-70
Os12g0555500	12	22600049	22601182	GO:0005488	binding	molecular_function	-70
Os12g0555500	12	22600049	22601182	GO:0008289	lipid binding	molecular_function	-70
Os12g0555500	12	22600049	22601182	GO:0008152	metabolic process	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0036211	protein modification process	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0019538	protein metabolic process	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0065009	regulation of molecular function	biological_process	-70
Os01g0216000	1	6340836	6344286	GO:0016787	hydrolase activity	molecular_function	-70
Os12g0555500	12	22600049	22601182	GO:0003674	molecular_function	molecular_function	-70
Os01g0216000	1	6340836	6344286	GO:0003824	catalytic activity	molecular_function	-70
Os03g0180800	3	4232004	4233038	GO:0003674	molecular_function	molecular_function	-70
Os03g0180800	3	4232004	4233038	GO:0009719	response to endogenous stimulus	biological_process	-70
Os03g0180800	3	4232004	4233038	GO:0005515	protein binding	molecular_function	-70
Os03g0180800	3	4232004	4233038	GO:0042221	response to chemical	biological_process	-70
Os03g0180800	3	4232004	4233038	GO:0007165	signal transduction	biological_process	-70
Os03g0180800	3	4232004	4233038	GO:0007154	cell communication	biological_process	-70
Os03g0180800	3	4232004	4233038	GO:0009987	cellular process	biological_process	-70
Os03g0180800	3	4232004	4233038	GO:0005634	nucleus	cellular_component	-70
Os03g0180800	3	4232004	4233038	GO:0005622	intracellular anatomical structure	cellular_component	-70
Os03g0180800	3	4232004	4233038	GO:0005575	cellular_component	cellular_component	-70
Os03g0180800	3	4232004	4233038	GO:0006950	response to stress	biological_process	-70
Os03g0180800	3	4232004	4233038	GO:0008150	biological_process	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0006950	response to stress	biological_process	-70
Os10g0165300	10	4497746	4503667	GO:0016020	membrane	cellular_component	-70
Os12g0555500	12	22600049	22601182	GO:0005737	cytoplasm	cellular_component	-70
Os12g0555500	12	22600049	22601182	GO:0005634	nucleus	cellular_component	-70
Os12g0555500	12	22600049	22601182	GO:0005622	intracellular anatomical structure	cellular_component	-70
Os12g0555500	12	22600049	22601182	GO:0005575	cellular_component	cellular_component	-70
Os12g0555500	12	22600049	22601182	GO:0009719	response to endogenous stimulus	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0042221	response to chemical	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0007165	signal transduction	biological_process	-70
Os12g0555500	12	22600049	22601182	GO:0007154	cell communication	biological_process	-70
Os03g0180800	3	4232004	4233038	GO:0005488	binding	molecular_function	-70
Os12g0555500	12	22600049	22601182	GO:0038023	signaling receptor activity	molecular_function	-70
Os10g0165300	10	4497746	4503667	GO:0005488	binding	molecular_function	-70
Os10g0165300	10	4497746	4503667	GO:0005575	cellular_component	cellular_component	-70
Os10g0165300	10	4497746	4503667	GO:0003824	catalytic activity	molecular_function	-70
Os10g0165300	10	4497746	4503667	GO:0003674	molecular_function	molecular_function	-70
Os12g0555200	12	22591681	22593505	GO:0038023	signaling receptor activity	molecular_function	-71
Os12g0555200	12	22591681	22593505	GO:0005488	binding	molecular_function	-71
Os01g0382400	1	15958748	15959497	GO:0008150	biological_process	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0030234	enzyme regulator activity	molecular_function	-71
Os08g0167800	8	3961276	3965426	GO:0005488	binding	molecular_function	-71
Os08g0167800	8	3961276	3965426	GO:0003824	catalytic activity	molecular_function	-71
Os08g0167800	8	3961276	3965426	GO:0003674	molecular_function	molecular_function	-71
Os12g0555200	12	22591681	22593505	GO:0065009	regulation of molecular function	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0019538	protein metabolic process	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0036211	protein modification process	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0008152	metabolic process	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0008289	lipid binding	molecular_function	-71
Os12g0555200	12	22591681	22593505	GO:0006950	response to stress	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0003674	molecular_function	molecular_function	-71
Os01g0382400	1	15958748	15959497	GO:0005575	cellular_component	cellular_component	-71
Os12g0555200	12	22591681	22593505	GO:0005737	cytoplasm	cellular_component	-71
Os12g0555200	12	22591681	22593505	GO:0005634	nucleus	cellular_component	-71
Os12g0555200	12	22591681	22593505	GO:0005622	intracellular anatomical structure	cellular_component	-71
Os12g0555200	12	22591681	22593505	GO:0005575	cellular_component	cellular_component	-71
Os12g0555200	12	22591681	22593505	GO:0009719	response to endogenous stimulus	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0042221	response to chemical	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0007165	signal transduction	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0007154	cell communication	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0009987	cellular process	biological_process	-71
Os01g0382400	1	15958748	15959497	GO:0005576	extracellular region	cellular_component	-71
Os01g0382400	1	15958748	15959497	GO:0009607	response to biotic stimulus	biological_process	-71
Os12g0555200	12	22591681	22593505	GO:0008150	biological_process	biological_process	-71
Os07g0179300	7	4182044	4184048	GO:0005737	cytoplasm	cellular_component	-72
Os07g0179300	7	4182044	4184048	GO:0008152	metabolic process	biological_process	-72
Os07g0179300	7	4182044	4184048	GO:0003824	catalytic activity	molecular_function	-72
Os07g0179300	7	4182044	4184048	GO:0005575	cellular_component	cellular_component	-72
Os07g0179300	7	4182044	4184048	GO:0016020	membrane	cellular_component	-72
Os07g0179300	7	4182044	4184048	GO:0005622	intracellular anatomical structure	cellular_component	-72
Os07g0179300	7	4182044	4184048	GO:0009058	biosynthetic process	biological_process	-72
Os07g0179300	7	4182044	4184048	GO:0009507	chloroplast	cellular_component	-72
Os07g0179300	7	4182044	4184048	GO:0008150	biological_process	biological_process	-72
Os07g0179300	7	4182044	4184048	GO:0003674	molecular_function	molecular_function	-72
Os07g0179300	7	4182044	4184048	GO:0009987	cellular process	biological_process	-72
Os07g0179300	7	4182044	4184048	GO:0016740	transferase activity	molecular_function	-72
Os07g0179300	7	4182044	4184048	GO:0009536	plastid	cellular_component	-72
Os01g0613500	1	24343518	24345172	GO:0005737	cytoplasm	cellular_component	-75
Os03g0341000	3	12713329	12714583	GO:0009987	cellular process	biological_process	-75
Os03g0341000	3	12713329	12714583	GO:0007165	signal transduction	biological_process	-75
Os03g0341000	3	12713329	12714583	GO:0007154	cell communication	biological_process	-75
Os03g0341000	3	12713329	12714583	GO:0140110	transcription regulator activity	molecular_function	-75
Os03g0341000	3	12713329	12714583	GO:0003700	DNA-binding transcription factor activity	molecular_function	-75
Os03g0341000	3	12713329	12714583	GO:0006139	nucleobase-containing compound metabolic process	biological_process	-75
Os03g0341000	3	12713329	12714583	GO:0009058	biosynthetic process	biological_process	-75
Os03g0341000	3	12713329	12714583	GO:0008152	metabolic process	biological_process	-75
Os03g0341000	3	12713329	12714583	GO:0008150	biological_process	biological_process	-75
Os01g0613500	1	24343518	24345172	GO:0005622	intracellular anatomical structure	cellular_component	-75
Os03g0341000	3	12713329	12714583	GO:0005634	nucleus	cellular_component	-75
Os03g0341000	3	12713329	12714583	GO:0005622	intracellular anatomical structure	cellular_component	-75
Os03g0341000	3	12713329	12714583	GO:0003677	DNA binding	molecular_function	-75
Os03g0341000	3	12713329	12714583	GO:0003676	nucleic acid binding	molecular_function	-75
Os03g0341000	3	12713329	12714583	GO:0003674	molecular_function	molecular_function	-75
Os01g0613500	1	24343518	24345172	GO:0005764	lysosome	cellular_component	-75
Os01g0613500	1	24343518	24345172	GO:0005773	vacuole	cellular_component	-75
Os03g0341000	3	12713329	12714583	GO:0005575	cellular_component	cellular_component	-75
Os03g0341000	3	12713329	12714583	GO:0005488	binding	molecular_function	-75
Os03g0341000	3	12713329	12714583	GO:0009719	response to endogenous stimulus	biological_process	-75
Os01g0613500	1	24343518	24345172	GO:0005576	extracellular region	cellular_component	-75
Os06g0129900	6	1581991	1585738	GO:0005488	binding	molecular_function	-75
Os06g0129900	6	1581991	1585738	GO:0016020	membrane	cellular_component	-75
Os06g0129900	6	1581991	1585738	GO:0005575	cellular_component	cellular_component	-75
Os01g0613500	1	24343518	24345172	GO:0016787	hydrolase activity	molecular_function	-75
Os06g0129900	6	1581991	1585738	GO:0003674	molecular_function	molecular_function	-75
Os01g0613500	1	24343518	24345172	GO:0008150	biological_process	biological_process	-75
Os01g0613500	1	24343518	24345172	GO:0008152	metabolic process	biological_process	-75
Os01g0613500	1	24343518	24345172	GO:0009056	catabolic process	biological_process	-75
Os01g0613500	1	24343518	24345172	GO:0019538	protein metabolic process	biological_process	-75
Os01g0613500	1	24343518	24345172	GO:0005575	cellular_component	cellular_component	-75
Os06g0129900	6	1581991	1585738	GO:0003824	catalytic activity	molecular_function	-75
Os01g0613500	1	24343518	24345172	GO:0003674	molecular_function	molecular_function	-75
Os01g0613500	1	24343518	24345172	GO:0003824	catalytic activity	molecular_function	-75
Os03g0341000	3	12713329	12714583	GO:0042221	response to chemical	biological_process	-75
Os03g0667300	3	26276422	26277614	GO:0009987	cellular process	biological_process	-76
Os03g0667300	3	26276422	26277614	GO:0003674	molecular_function	molecular_function	-76
Os03g0667300	3	26276422	26277614	GO:0005575	cellular_component	cellular_component	-76
Os03g0667300	3	26276422	26277614	GO:0005886	plasma membrane	cellular_component	-76
Os03g0667300	3	26276422	26277614	GO:0016020	membrane	cellular_component	-76
Os03g0667300	3	26276422	26277614	GO:0008150	biological_process	biological_process	-76
Os03g0667300	3	26276422	26277614	GO:0006810	transport	biological_process	-76
Os03g0667300	3	26276422	26277614	GO:0005215	transporter activity	molecular_function	-76
Os06g0721800	6	30658369	30659202	GO:0003674	molecular_function	molecular_function	-77
Os06g0721800	6	30658369	30659202	GO:0008150	biological_process	biological_process	-77
Os06g0721800	6	30658369	30659202	GO:0009987	cellular process	biological_process	-77
Os06g0721800	6	30658369	30659202	GO:0008152	metabolic process	biological_process	-77
Os06g0721800	6	30658369	30659202	GO:0005575	cellular_component	cellular_component	-77
Os06g0721800	6	30658369	30659202	GO:0006091	generation of precursor metabolites and energy	biological_process	-77
Os06g0688200	6	28707334	28708349	GO:0009607	response to biotic stimulus	biological_process	-77
Os06g0721800	6	30658369	30659202	GO:0003824	catalytic activity	molecular_function	-77
Os06g0688200	6	28707334	28708349	GO:0006950	response to stress	biological_process	-77
Os06g0688200	6	28707334	28708349	GO:0009605	response to external stimulus	biological_process	-77
Os06g0688200	6	28707334	28708349	GO:0008150	biological_process	biological_process	-77
Os06g0688200	6	28707334	28708349	GO:0016020	membrane	cellular_component	-77
Os06g0688200	6	28707334	28708349	GO:0005575	cellular_component	cellular_component	-77
Os06g0688200	6	28707334	28708349	GO:0005576	extracellular region	cellular_component	-77
Os06g0721800	6	30658369	30659202	GO:0016020	membrane	cellular_component	-77
Os12g0601800	12	25332774	25336537	GO:0008152	metabolic process	biological_process	-77
Os12g0601800	12	25332774	25336537	GO:0140110	transcription regulator activity	molecular_function	-77
Os12g0601800	12	25332774	25336537	GO:0003674	molecular_function	molecular_function	-77
Os12g0601800	12	25332774	25336537	GO:0008150	biological_process	biological_process	-77
Os12g0601800	12	25332774	25336537	GO:0009987	cellular process	biological_process	-77
Os12g0601800	12	25332774	25336537	GO:0009058	biosynthetic process	biological_process	-77
Os12g0601800	12	25332774	25336537	GO:0006139	nucleobase-containing compound metabolic process	biological_process	-77
Os12g0601800	12	25332774	25336537	GO:0003700	DNA-binding transcription factor activity	molecular_function	-77
Os12g0601800	12	25332774	25336537	GO:0005488	binding	molecular_function	-77
Os12g0601800	12	25332774	25336537	GO:0003676	nucleic acid binding	molecular_function	-77
Os12g0601800	12	25332774	25336537	GO:0003677	DNA binding	molecular_function	-77
Os12g0601800	12	25332774	25336537	GO:0005575	cellular_component	cellular_component	-77
Os12g0601800	12	25332774	25336537	GO:0005622	intracellular anatomical structure	cellular_component	-77
Os12g0601800	12	25332774	25336537	GO:0005634	nucleus	cellular_component	-77
Os06g0721800	6	30658369	30659202	GO:0005886	plasma membrane	cellular_component	-77
Os01g0689451	1	28447888	28458988	GO:0008150	biological_process	biological_process	-80
Os01g0689451	1	28447888	28458988	GO:0009987	cellular process	biological_process	-80
Os01g0689451	1	28447888	28458988	GO:0005622	intracellular anatomical structure	cellular_component	-80
Os01g0689451	1	28447888	28458988	GO:0005575	cellular_component	cellular_component	-80
Os01g0689451	1	28447888	28458988	GO:0005634	nucleus	cellular_component	-80
Os01g0689451	1	28447888	28458988	GO:0005488	binding	molecular_function	-80
Os01g0689451	1	28447888	28458988	GO:0003674	molecular_function	molecular_function	-80
Os01g0689451	1	28447888	28458988	GO:0009056	catabolic process	biological_process	-80
Os01g0689451	1	28447888	28458988	GO:0008152	metabolic process	biological_process	-80
Os03g0439700	3	18575450	18577554	GO:0016020	membrane	cellular_component	-80
Os03g0439700	3	18575450	18577554	GO:0009536	plastid	cellular_component	-80
Os01g0689451	1	28447888	28458988	GO:0036211	protein modification process	biological_process	-80
Os01g0689451	1	28447888	28458988	GO:0019538	protein metabolic process	biological_process	-80
Os03g0439700	3	18575450	18577554	GO:0005575	cellular_component	cellular_component	-80
Os03g0439700	3	18575450	18577554	GO:0005622	intracellular anatomical structure	cellular_component	-80
Os03g0439700	3	18575450	18577554	GO:0005737	cytoplasm	cellular_component	-80
Os01g0689451	1	28447888	28458988	GO:0003824	catalytic activity	molecular_function	-80
Os01g0689451	1	28447888	28458988	GO:0016740	transferase activity	molecular_function	-80
Os12g0236100	12	7441389	7446142	GO:0005634	nucleus	cellular_component	-81
Os12g0236100	12	7441389	7446142	GO:0005635	nuclear envelope	cellular_component	-81
Os12g0236100	12	7441389	7446142	GO:0016043	cellular component organization	biological_process	-81
Os12g0236100	12	7441389	7446142	GO:0003674	molecular_function	molecular_function	-81
Os12g0236100	12	7441389	7446142	GO:0005198	structural molecule activity	molecular_function	-81
Os12g0236100	12	7441389	7446142	GO:0006810	transport	biological_process	-81
Os12g0236100	12	7441389	7446142	GO:0008150	biological_process	biological_process	-81
Os12g0236100	12	7441389	7446142	GO:0009987	cellular process	biological_process	-81
Os12g0236100	12	7441389	7446142	GO:0005575	cellular_component	cellular_component	-81
Os12g0236100	12	7441389	7446142	GO:0005622	intracellular anatomical structure	cellular_component	-81
Os03g0404800	3	16551354	16561430	GO:0003674	molecular_function	molecular_function	-82
Os03g0404800	3	16551354	16561430	GO:0003824	catalytic activity	molecular_function	-82
Os03g0404800	3	16551354	16561430	GO:0008150	biological_process	biological_process	-82
Os03g0404800	3	16551354	16561430	GO:0008152	metabolic process	biological_process	-82
Os03g0404800	3	16551354	16561430	GO:0009058	biosynthetic process	biological_process	-82
Os03g0404800	3	16551354	16561430	GO:0006629	lipid metabolic process	biological_process	-82
Os01g0208400	1	5875794	5877849	GO:0005773	vacuole	cellular_component	-83
Os01g0944700	1	41533329	41535615	GO:0016787	hydrolase activity	molecular_function	-83
Os01g0208400	1	5875794	5877849	GO:0005575	cellular_component	cellular_component	-83
Os01g0208400	1	5875794	5877849	GO:0005622	intracellular anatomical structure	cellular_component	-83
Os01g0944700	1	41533329	41535615	GO:0008152	metabolic process	biological_process	-83
Os01g0944700	1	41533329	41535615	GO:0005975	carbohydrate metabolic process	biological_process	-83
Os01g0944700	1	41533329	41535615	GO:0003674	molecular_function	molecular_function	-83
