Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start1 (bp)	end1 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0009058	biosynthetic process
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0003674	molecular_function
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0003824	catalytic activity
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0005575	cellular_component
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0005622	intracellular anatomical structure
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0005737	cytoplasm
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0005773	vacuole
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0016020	membrane
Os08g0442200	R_8	21549721	21551326	48	rice	21549721	21551326	GO:0005783	endoplasmic reticulum
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0006810	transport
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0008150	biological_process
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0009987	cellular process
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0005215	transporter activity
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0003674	molecular_function
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0005575	cellular_component
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0005622	intracellular anatomical structure
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0016020	membrane
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0005737	cytoplasm
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0005783	endoplasmic reticulum
Os06g0593100	R_6	23303671	23306966	48	rice	23303671	23306966	GO:0005794	Golgi apparatus
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0003674	molecular_function
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0005488	binding
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0003723	RNA binding
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0003676	nucleic acid binding
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0005575	cellular_component
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0005622	intracellular anatomical structure
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0005634	nucleus
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0008150	biological_process
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0009987	cellular process
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0008152	metabolic process
Os06g0698400	R_6	29211627	29212504	48	rice	29211627	29212504	GO:0006139	nucleobase-containing compound metabolic process
Os02g0644100	R_2	25895499	25899892	48	rice	25895499	25899892	GO:0003674	molecular_function
Os02g0644100	R_2	25895499	25899892	48	rice	25895499	25899892	GO:0005515	protein binding
Os02g0644100	R_2	25895499	25899892	48	rice	25895499	25899892	GO:0005488	binding
Os02g0644100	R_2	25895499	25899892	48	rice	25895499	25899892	GO:0008150	biological_process
Os02g0644100	R_2	25895499	25899892	48	rice	25895499	25899892	GO:0009987	cellular process
Os02g0644100	R_2	25895499	25899892	48	rice	25895499	25899892	GO:0005575	cellular_component
Os02g0644100	R_2	25895499	25899892	48	rice	25895499	25899892	GO:0005622	intracellular anatomical structure
Os02g0644100	R_2	25895499	25899892	48	rice	25895499	25899892	GO:0005737	cytoplasm
Os04g0280500	R_4	11894682	11896959	48	rice	11894682	11896959	GO:0003674	molecular_function
Os04g0280500	R_4	11894682	11896959	48	rice	11894682	11896959	GO:0005515	protein binding
Os04g0280500	R_4	11894682	11896959	48	rice	11894682	11896959	GO:0005488	binding
Os03g0817100	R_3	34267483	34268711	47	rice	34267483	34268711	GO:0005575	cellular_component
Os03g0817100	R_3	34267483	34268711	47	rice	34267483	34268711	GO:0005886	plasma membrane
Os03g0817100	R_3	34267483	34268711	47	rice	34267483	34268711	GO:0016020	membrane
Os03g0817100	R_3	34267483	34268711	47	rice	34267483	34268711	GO:0003674	molecular_function
Os03g0817100	R_3	34267483	34268711	47	rice	34267483	34268711	GO:0005488	binding
Os08g0518900	R_8	25762457	25763823	47	rice	25762457	25763823	GO:0005575	cellular_component
Os08g0518900	R_8	25762457	25763823	47	rice	25762457	25763823	GO:0005576	extracellular region
Os08g0518900	R_8	25762457	25763823	47	rice	25762457	25763823	GO:0003674	molecular_function
Os08g0518900	R_8	25762457	25763823	47	rice	25762457	25763823	GO:0003824	catalytic activity
Os08g0518900	R_8	25762457	25763823	47	rice	25762457	25763823	GO:0016787	hydrolase activity
Os08g0518900	R_8	25762457	25763823	47	rice	25762457	25763823	GO:0008150	biological_process
Os08g0518900	R_8	25762457	25763823	47	rice	25762457	25763823	GO:0008152	metabolic process
Os08g0518900	R_8	25762457	25763823	47	rice	25762457	25763823	GO:0005975	carbohydrate metabolic process
Os01g0133600	R_1	1857083	1858534	47	rice	1857083	1858534	GO:0003674	molecular_function
Os01g0133600	R_1	1857083	1858534	47	rice	1857083	1858534	GO:0003824	catalytic activity
Os01g0133600	R_1	1857083	1858534	47	rice	1857083	1858534	GO:0016740	transferase activity
Os01g0133600	R_1	1857083	1858534	47	rice	1857083	1858534	GO:0005575	cellular_component
Os01g0133600	R_1	1857083	1858534	47	rice	1857083	1858534	GO:0016020	membrane
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0008150	biological_process
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0009987	cellular process
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0019725	cellular homeostasis
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0003674	molecular_function
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0003824	catalytic activity
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0005575	cellular_component
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0005622	intracellular anatomical structure
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0005737	cytoplasm
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0005783	endoplasmic reticulum
Os09g0451500	R_9	16930987	16935904	47	rice	16930987	16935904	GO:0006950	response to stress
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0003674	molecular_function
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0005488	binding
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0008150	biological_process
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009987	cellular process
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0019725	cellular homeostasis
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0006950	response to stress
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0042221	response to chemical
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0003824	catalytic activity
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009628	response to abiotic stimulus
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0008152	metabolic process
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0015979	photosynthesis
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0005575	cellular_component
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0005622	intracellular anatomical structure
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0005737	cytoplasm
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009719	response to endogenous stimulus
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0048856	anatomical structure development
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0007275	multicellular organism development
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0006810	transport
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0005515	protein binding
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0000003	reproduction
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009791	post-embryonic development
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009908	flower development
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009607	response to biotic stimulus
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009605	response to external stimulus
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009507	chloroplast
Os12g0106000	R_12	320568	323716	47	rice	320568	323716	GO:0009536	plastid
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0003674	molecular_function
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0005488	binding
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0003676	nucleic acid binding
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0003677	DNA binding
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0005575	cellular_component
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0005622	intracellular anatomical structure
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0005634	nucleus
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0008150	biological_process
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0009987	cellular process
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0008152	metabolic process
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0009058	biosynthetic process
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0006139	nucleobase-containing compound metabolic process
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0003700	DNA-binding transcription factor activity
Os10g0523900	R_10	20355076	20355657	47	rice	20355076	20355657	GO:0140110	transcription regulator activity
Os01g0822800	R_1	35121625	35122986	46	rice	35121625	35122986	GO:0005575	cellular_component
Os01g0822800	R_1	35121625	35122986	46	rice	35121625	35122986	GO:0016020	membrane
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0003674	molecular_function
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0005488	binding
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0000166	nucleotide binding
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0005575	cellular_component
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0005622	intracellular anatomical structure
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0005634	nucleus
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0005737	cytoplasm
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0005829	cytosol
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0008150	biological_process
Os01g0180800	R_1	4253845	4259581	46	rice	4253845	4259581	GO:0009987	cellular process
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0005575	cellular_component
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0005886	plasma membrane
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0016020	membrane
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0008150	biological_process
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0009987	cellular process
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0016043	cellular component organization
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0008152	metabolic process
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0009058	biosynthetic process
Os07g0604300	R_7	24751787	24755315	46	rice	24751787	24755315	GO:0005975	carbohydrate metabolic process
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0003674	molecular_function
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0005488	binding
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0003676	nucleic acid binding
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0003677	DNA binding
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0005575	cellular_component
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0005622	intracellular anatomical structure
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0005634	nucleus
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0008150	biological_process
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0009987	cellular process
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0008152	metabolic process
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0009058	biosynthetic process
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0006139	nucleobase-containing compound metabolic process
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0003700	DNA-binding transcription factor activity
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0140110	transcription regulator activity
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0007154	cell communication
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0007165	signal transduction
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0042221	response to chemical
Os02g0764700	R_2	32204425	32205335	46	rice	32204425	32205335	GO:0009719	response to endogenous stimulus
Os02g0513100	R_2	18454408	18457136	46	rice	18454408	18457136	GO:0005215	transporter activity
Os02g0513100	R_2	18454408	18457136	46	rice	18454408	18457136	GO:0003674	molecular_function
Os02g0513100	R_2	18454408	18457136	46	rice	18454408	18457136	GO:0005575	cellular_component
Os02g0513100	R_2	18454408	18457136	46	rice	18454408	18457136	GO:0005886	plasma membrane
Os02g0513100	R_2	18454408	18457136	46	rice	18454408	18457136	GO:0016020	membrane
Os02g0513100	R_2	18454408	18457136	46	rice	18454408	18457136	GO:0006810	transport
Os02g0513100	R_2	18454408	18457136	46	rice	18454408	18457136	GO:0008150	biological_process
Os02g0513100	R_2	18454408	18457136	46	rice	18454408	18457136	GO:0009987	cellular process
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0008150	biological_process
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0009987	cellular process
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0008152	metabolic process
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0009058	biosynthetic process
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0009056	catabolic process
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0019538	protein metabolic process
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0006139	nucleobase-containing compound metabolic process
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0006412	translation
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0003674	molecular_function
Os07g0595100	R_7	24227275	24227577	46	rice	24227275	24227577	GO:0030234	enzyme regulator activity
Os01g0832600	R_1	35636303	35640933	46	rice	35636303	35640933	GO:0003674	molecular_function
Os01g0832600	R_1	35636303	35640933	46	rice	35636303	35640933	GO:0005488	binding
Os01g0832600	R_1	35636303	35640933	46	rice	35636303	35640933	GO:0003824	catalytic activity
Os12g0548501	R_12	22197957	22198462	45	rice	22197957	22198462	GO:0008150	biological_process
Os12g0548501	R_12	22197957	22198462	45	rice	22197957	22198462	GO:0006950	response to stress
Os12g0548501	R_12	22197957	22198462	45	rice	22197957	22198462	GO:0003674	molecular_function
Os12g0548501	R_12	22197957	22198462	45	rice	22197957	22198462	GO:0030234	enzyme regulator activity
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0005575	cellular_component
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0016020	membrane
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0008150	biological_process
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0009987	cellular process
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0009607	response to biotic stimulus
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0009605	response to external stimulus
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0006950	response to stress
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0008219	cell death
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0003674	molecular_function
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0003824	catalytic activity
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0016740	transferase activity
Os06g0726600	R_6	30907000	30913486	45	rice	30907000	30913486	GO:0016301	kinase activity
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0008150	biological_process
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0009987	cellular process
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0008152	metabolic process
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0009058	biosynthetic process
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0006259	DNA metabolic process
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0006139	nucleobase-containing compound metabolic process
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0003674	molecular_function
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0003824	catalytic activity
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0016740	transferase activity
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0005575	cellular_component
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0005622	intracellular anatomical structure
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0005634	nucleus
Os08g0163300	R_8	3728126	3728879	45	rice	3728126	3728879	GO:0006950	response to stress
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0003674	molecular_function
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0005488	binding
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0000166	nucleotide binding
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0008150	biological_process
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0042221	response to chemical
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0009719	response to endogenous stimulus
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0000003	reproduction
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0048856	anatomical structure development
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0007275	multicellular organism development
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0009791	post-embryonic development
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0009908	flower development
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0005575	cellular_component
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0005622	intracellular anatomical structure
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0005634	nucleus
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0005737	cytoplasm
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0009987	cellular process
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0016043	cellular component organization
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0007049	cell cycle
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0005856	cytoskeleton
Os01g0257300	R_1	8586157	8586941	45	rice	8586157	8586941	GO:0005515	protein binding
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0005575	cellular_component
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0016020	membrane
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0005622	intracellular anatomical structure
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0005737	cytoplasm
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0003674	molecular_function
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0003824	catalytic activity
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0008150	biological_process
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0009987	cellular process
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0008152	metabolic process
Os02g0783625	R_2	33253386	33257355	45	rice	33253386	33257355	GO:0009058	biosynthetic process
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0003674	molecular_function
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0005488	binding
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0000166	nucleotide binding
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0005575	cellular_component
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0005622	intracellular anatomical structure
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0005737	cytoplasm
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0005783	endoplasmic reticulum
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0008150	biological_process
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0009987	cellular process
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0006950	response to stress
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0042221	response to chemical
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0009628	response to abiotic stimulus
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0007154	cell communication
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0007165	signal transduction
Os02g0710900	R_2	29451939	29457739	45	rice	29451939	29457739	GO:0008219	cell death
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0008150	biological_process
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0042221	response to chemical
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0009719	response to endogenous stimulus
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0005575	cellular_component
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0005622	intracellular anatomical structure
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0005737	cytoplasm
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0005829	cytosol
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0006950	response to stress
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0009628	response to abiotic stimulus
Os02g0669100	R_2	27165514	27166898	45	rice	27165514	27166898	GO:0016020	membrane
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0008150	biological_process
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0009987	cellular process
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0008152	metabolic process
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0006091	generation of precursor metabolites and energy
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0005575	cellular_component
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0016020	membrane
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0005622	intracellular anatomical structure
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0005737	cytoplasm
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0009507	chloroplast
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0009536	plastid
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0009579	thylakoid
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0005215	transporter activity
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0003674	molecular_function
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0003824	catalytic activity
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0005488	binding
Os04g0473025	R_4	23650076	23654120	45	rice	23650076	23654120	GO:0015979	photosynthesis
Os10g0532300	R_10	20702195	20703525	44	rice	20702195	20703525	GO:0006810	transport
Os10g0532300	R_10	20702195	20703525	44	rice	20702195	20703525	GO:0008150	biological_process
Os10g0532300	R_10	20702195	20703525	44	rice	20702195	20703525	GO:0003674	molecular_function
Os10g0532300	R_10	20702195	20703525	44	rice	20702195	20703525	GO:0005488	binding
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0003674	molecular_function
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0005515	protein binding
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0005488	binding
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0005575	cellular_component
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0005622	intracellular anatomical structure
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0005737	cytoplasm
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0005829	cytosol
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0008150	biological_process
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0009987	cellular process
Os05g0562300	R_5	27972462	27974607	44	rice	27972462	27974607	GO:0005783	endoplasmic reticulum
Os03g0254200	R_3	8130378	8132030	44	rice	8130378	8132030	GO:0005215	transporter activity
Os03g0254200	R_3	8130378	8132030	44	rice	8130378	8132030	GO:0003674	molecular_function
Os03g0254200	R_3	8130378	8132030	44	rice	8130378	8132030	GO:0006810	transport
Os03g0254200	R_3	8130378	8132030	44	rice	8130378	8132030	GO:0008150	biological_process
Os03g0254200	R_3	8130378	8132030	44	rice	8130378	8132030	GO:0005575	cellular_component
Os03g0254200	R_3	8130378	8132030	44	rice	8130378	8132030	GO:0005886	plasma membrane
Os03g0254200	R_3	8130378	8132030	44	rice	8130378	8132030	GO:0016020	membrane
Os03g0254200	R_3	8130378	8132030	44	rice	8130378	8132030	GO:0009987	cellular process
Os02g0527300	R_2	19309756	19312859	44	rice	19309756	19312859	GO:0003674	molecular_function
Os02g0527300	R_2	19309756	19312859	44	rice	19309756	19312859	GO:0005488	binding
Os02g0527300	R_2	19309756	19312859	44	rice	19309756	19312859	GO:0003676	nucleic acid binding
Os02g0527300	R_2	19309756	19312859	44	rice	19309756	19312859	GO:0003677	DNA binding
Os02g0527300	R_2	19309756	19312859	44	rice	19309756	19312859	GO:0005575	cellular_component
Os02g0527300	R_2	19309756	19312859	44	rice	19309756	19312859	GO:0005622	intracellular anatomical structure
Os02g0527300	R_2	19309756	19312859	44	rice	19309756	19312859	GO:0005634	nucleus
Os02g0527300	R_2	19309756	19312859	44	rice	19309756	19312859	GO:0005737	cytoplasm
